Unnamed: 0.1,Unnamed: 0,Contexts,Questions,Gold Answers,GPT Answer,Annotator Label - GPT Answer,Category - GPT Answer,BERTScore Similarities GPT,LERC Score GPT,SAS Similarities GPT,BEM Similarities GPT,FLAN-T5 Answer,Annotator Label - FlanT5,Category - FlanT5,LERC Score FlanT5,BERTScore Similarities FlanT5,SAS Similarities FlanT5,BEM Similarities FlanT5
39,39.0,"[') , passed later the same year . The long - term result was a surge in the growth and power of unions , which became a core of the New Deal Coalition that dominated national politics for the next three decades .   The NRA , symbolized by the Blue Eagle , was popular with workers . Businesses that supported the NRA put the symbol in their shop windows and on their packages , though they did not always go along with the regulations entailed . Though membership to the NRA was voluntary , businesses that did not display the eagle']",which emblem served as the symbol for the national recovery administration,['the Blue Eagle'],The Blue Eagle,3.0,Exact match,0.9993537664,5.09240675,0.967699,0.9890246987,the eagle,3.0,Different granularity,3.121680736541748,0.9147108197212219,0.765362560749054,0.646616518497467
40,40.0,"['with principal photography beginning at Pinewood Studios in England in February 2016 and ending in July 2016 . Post-production wrapped in September 2017 .   The Last Jedi had its world premiere in Los Angeles on December 9 , 2017 , and was released in the United States on December 15 , 2017 . It has grossed over $1 billion worldwide , making it the third - highest - grossing film of 2017 , the 22nd - highest - grossing film of all time , and the second highest - grossing film in the Star Wars franchise , and received largely positive reviews']",what day is the new star wars movie,"['December 15 , 2017']","I'm sorry, I cannot answer that question as it depends on which particular Star Wars movie is being referred to and when it was released in theaters.",1.0,DATV,0.7573859096,1.016312003,0.024154238,0.08173443377,"December 15, 2017",3.0,Exact match,5.085623741149902,0.9599769711494446,0.9501277804374695,0.99055415391922
41,41.0,"["", their conversation forces Wade to see his relationship in a different light . Brick wants to take his relationship with Emily to the next level , but he is surprised to learn who is uncomfortable with the plan .     31   9   `` Sparks Fly ''   Norman Buckley   Jamie Gorenberg   December 4 , 2012 ( 2012 - 12 - 04 )   2J7259   1.60     Wade starts to feel like he is nothing more than a placeholder in Zoe 's life and decides that""]",when do zoe and wade become a couple,"[""`` Sparks Fly ''""]","In season 2 of the TV show ""Hart of Dixie"", episode 22.",1.0,Incorrect prediction,0.7767905593,1.869848013,0.009115122,0.09042517096,"""The End of the Road""",1.0,Incorrect prediction,1.302149534225464,0.8260719776153564,0.00967575702816248,0.08841826766729355
42,42.0,"['to : navigation , search This article is about the hunter who fell in love with his own reflection . For the plant genus ( Daffodils ) , see Narcissus ( plant ) . Narcissus by Caravaggio depicts Narcissus gazing at his own reflection .  In Greek mythology , Narcissus ( / nɑːrˈsɪsəs / ; Greek : Νάρκισσος , Nárkissos ) was a hunter from Thespiae in Boeotia who was known for his beauty . He was the son of the river god Cephissus and nymph Liriope . He was proud , in that he disdained those who loved him']",who fell in love with his own reflection,['Narcissus'],Narcissus,3.0,Exact match,0.9999999404,4.979471684,0.96182525,0.9891057611,Agamemnon,1.0,Incorrect prediction,1.273052453994751,0.7447859644889832,0.010202947072684765,0.04187791794538498
43,43.0,"[""seasons the concept of Steve being a cross-dresser is abandoned entirely with little explanation ( though it is hinted that he gave it up to make Mimi happy ) . He left , along with Kate and Wick , early in the eighth season .   Kellie Newmark ( Cynthia Watros ) -- Drew 's childhood friend . She has had a crush on Drew since high school but never told him . She was married but her husband cheated on her with her sister . Her mother is an alcoholic and leaves her father , eventually hooking up with Lewis""]",who played kelly on the drew carey show,['Cynthia Watros'],Christa Miller,1.0,Incorrect prediction,0.8016932011,0.9872405529,0.010616418,0.04002331197,Jennifer Marie Morrison,1.0,Incorrect prediction,1.1405746936798096,0.8150005340576172,0.009741944260895252,0.044939253479242325
44,44.0,"['parochial elementary schools and high schools , and to non-private property within 1000 feet of them . It provides that the states and their political subdivisions may issue licenses that exempt the licensed individuals from the prohibition .   It was first introduced in the U.S. Senate in February 1990 as S. 2070 by Senator Herb Kohl of Wisconsin and then was incorporated into the Crime Control Act of 1990 that was signed into law by President George H.W. Bush .     Contents  ( hide )   1 History   2 Challenges  ']",when did gun free zones become a thing,['1990'],"The concept of gun-free zones dates back several decades, but began to gain more widespread attention in the US in the 1990s with the passage of the Gun-Free School Zones Act in 1990.",3.0,Different granularity,0.8066551089,3.881740808,0.61864823,0.9890232086,in the wake of the Sandy Hook school shooting,2.0,Ambiguous answer type,1.355638861656189,0.8355579972267151,0.0472288653254509,0.046962037682533264
45,45.0,"["", the Bogo Matassalai capture him and give him to the authorities ( scene deleted in the U.S. edition ) . The film ends with Arthur asking Selenia to wait for his return , and her agreement to do so .   Cast ( edit )    Freddie Highmore as Arthur   Madonna as Princess Selenia , the daughter of Emperor Sifrat . The character was dubbed by French singer Mylène Farmer in the French version ' Arthur et les Minimoys ' , German singer Nena in the German version ' Arthur und die Minimoys ' , Finnish""]",who plays arthur in arthur and the invisibles,['Freddie Highmore'],Freddie Highmore,3.0,Exact match,1.0,5.073185444,0.96006167,0.9907588959,Christopher Lloyd,1.0,Incorrect prediction,1.1954660415649414,0.7991980910301208,0.01112073939293623,0.04105450212955475
46,46.0,"['across the synaptic cleft and binds to nicotinic acetylcholine receptors ( nAChRs ) on the cell membrane of the muscle fiber , also known as the sarcolemma . nAChRs are ionotropic receptors , meaning they serve as ligand - gated ion channels . The binding of ACh to the receptor can depolarize the muscle fiber , causing a cascade that eventually results in muscle contraction .   Neuromuscular junction diseases can be of genetic and autoimmune origin . Genetic disorders , such as Duchenne muscular dystrophy , can arise from mutated structural proteins that comprise the neuromuscular junction , whereas autoimmune diseases , such as myasthenia gravis , occur when antibodies are produced against']",what affect does acetylcholine have on the sarcolemma,"['can depolarize the muscle fiber , causing a cascade that eventually results in muscle contraction']",Acetylcholine stimulates the sarcolemma (cell membrane) of a muscle fiber to open up sodium channels and allow for the contraction of the muscle.,3.0,Semantically the same,0.8594293594,2.101954937,0.54489726,0.227736339,cholinergic neurotransmission,3.0,Open-ended question,1.372062921524048,0.8069684505462646,0.010712656192481518,0.03942734748125076
47,47.0,"['Master Chief Petty Officer of the Coast Guard - wikipedia  Master Chief Petty Officer of the Coast Guard  Jump to : navigation , search    Master Chief Petty Officer of the Coast Guard     Incumbent Master Chief Petty Officer Steven W. Cantrell since May 22 , 2014     Formation   August 27 , 1969     First holder   MCPOCG Charles L. Calhoun     Website   Official Website     The Master Chief Petty Officer of the Coast Guard']",uscg master chief petty officer of the coast guard,['Steven W. Cantrell'],The current USCG Master Chief Petty Officer of the Coast Guard is Jason M. Vanderhaden.,2.0,answer is time-dependent,0.8028337955,1.126888871,0.011619734,0.6443189979,Master Chief Petty Officer,1.0,Incorrect prediction,1.122754454612732,0.8085935115814209,0.010991347022354603,0.3389630615711212
48,48.0,"[""a list of players with the most goals in an association football game . The list only includes players who have scored the most multiple goals in first class or fully professional matches for country or club .   The current world record for an international is held by Archie Thompson , who scored 13 goals against American Samoa in Australia 's 31 -- 0 victory during the 2002 FIFA World Cup qualification . In the same match , David Zdrilic scored 8 goals .   In the most prolific European football leagues , the Premier League and the Football""]",who has scored the most goals in one football match,['Archie Thompson'],"Archie Thompson, who scored 13 goals in a match for the Australian team against American Samoa in 2001.",3.0,Different granularity,0.8652061224,3.875331402,0.44520652,0.9880434275,Josef Bican,1.0,Incorrect prediction,1.1684856414794922,0.8181736469268799,0.009613769128918648,0.0397440604865551
49,49.0,"[""Pope returns an unhappy Lena to her foster family , telling Smurf that she will allow them to adopt Lena in exchange for his silence regarding her role in Baz 's death . She agrees , if he will move back in .     36   13   `` The Hyenas ''   Chris Chulack   John Wells   August 21 , 2018 ( 2018 - 08 - 21 )   TBA   1.37     Craig pulls the job with Frankie . Smurf and Pope investigate Morgan 's""]",how many episodes of animal kingdom are in season 3,['13'],There are 13 episodes in season 3 of Animal Kingdom.,3.0,Semantically the same,0.809143424,5.007883072,0.49215576,0.9889033437,13,3.0,Exact match,5.053102970123291,0.9999998807907104,0.9317891597747803,0.9897945523262024
50,50.0,"[""is assumed that the recipient wants to receive it , which makes it unlike unsolicited advertisements sent to the consumer . Ideally , opt - in email advertisements will be more personal and relevant to the consumer than untargeted advertisements .   A common example of permission marketing is a newsletter sent to an advertising firm 's customers . Such newsletters inform customers of upcoming events or promotions , or new products . In this type of advertising , a company that wants to send a newsletter to their customers may ask them at the point of purchase if they would like to receive the newsletter . ""]",which is the most common use of opt-in e-mail marketing,"[""a newsletter sent to an advertising firm 's customers""]",The most common use of opt-in e-mail marketing is to promote products or services to a targeted audience who have given their consent to receive such communications.,3.0,Open-ended question,0.8297196627,1.319794774,0.48540774,0.1192343831,newsletters,3.0,Different granularity,2.7834956645965576,0.8236273527145386,0.5099765658378601,0.3697807788848877
51,51.0,"[""and was renamed New Echota , after the Overhill Cherokee principal town of Chota . Sequoyah 's syllabary was adopted . They had developed a police force , a judicial system , and a National Committee .   In 1827 , the Cherokee Nation drafted a Constitution modeled on the United States , with executive , legislative and judicial branches and a system of checks and balances . The two - tiered legislature was led by Major Ridge and his son John Ridge . Convinced the tribe 's survival required English - speaking leaders who could negotiate with the U.S. , the""]",in 1827 the cherokee tribe of georgia wrote a constitution modeled on what document,['the United States'],The United States Constitution,3.0,Semantically the same,0.9136346579,4.872637749,0.4786188,0.9870851636,the United States Constitution,3.0,Different granularity,4.872637748718262,0.9114330410957336,0.5043860673904419,0.9870851635932922
52,52.0,"[""( edit )   In females , relaxin is produced mainly by the corpus luteum , in both pregnant and nonpregnant females ; it rises to a peak within approximately 14 days of ovulation , and then declines in the absence of pregnancy , resulting in menstruation ) . During the first trimester of pregnancy , levels rise and additional relaxin is produced by the decidua . Relaxin 's peak is reached during the 14 weeks of the first trimester and at delivery . It is known to mediate the hemodynamic changes that occur during pregnancy , such as increased cardiac output , increased renal""]",when does relaxin start being produced during pregnancy,['During the first trimester of pregnancy'],Relaxin production starts during the first trimester of pregnancy.,3.0,Semantically the same,0.9108754992,4.01843071,0.43856737,0.9885313511,after the implantation of the fetus,3.0,Open-ended question,1.1527585983276367,0.8798057436943054,0.4641788601875305,0.07110200077295303
